191,sunkern,36
298,azurill,38
10,caterpie,39
13,weedle,39
265,wurmple,39
401,kricketot,39
129,magikarp,40
280,ralts,40
349,feebas,40
664,scatterbug,40
172,pichu,41
268,cascoon,41
174,igglybuff,42
194,wooper,42
236,tyrogue,42
161,sentret,43
173,cleffa,44
261,poochyena,44
270,lotad,44
273,seedot,44
412,burmy,45
296,makuhita,47
659,bunnelby,47
263,zigzagoon,48
293,whismur,48
175,togepi,49
396,starly,49
415,combee,49
41,zubat,49
714,noibat,49
167,spinarak,50
16,pidgey,50
187,hoppip,50
218,slugma,50
220,swinub,50
399,bidoof,50
19,rattata,51
504,patrat,51
163,hoothoot,52
21,spearow,52
300,skitty,52
360,wynaut,52
543,venipede,52
165,ledyba,53
290,nincada,53
403,shinx,53
50,diglett,53
519,pidove,53
276,taillow,54
278,wingull,54
283,surskit,54
29,nidoran-f,55
32,nidoran-m,55
420,cherubi,55
506,lillipup,55
602,tynamo,55
607,litwick,55
179,mareep,56
287,slakoth,56
307,meditite,56
406,budew,56
509,purrloin,56
524,roggenrola,56
546,cottonee,56
548,petilil,56
661,fletchling,56
433,chingling,57
447,riolu,57
46,paras,57
204,pineco,58
23,ekans,58
328,trapinch,58
339,barboach,58
363,spheal,58
438,bonsly,58
517,munna,58
52,meowth,58
551,sandile,58
574,gothita,58
577,solosis,58
686,inkay,58
694,helioptile,58
116,horsea,59
285,shroomish,59
309,electrike,59
353,shuppet,59
355,duskull,59
522,blitzle,59
535,tympole,59
590,foongus,59
147,dratini,60
209,snubbull,60
223,remoraid,60
246,larvitar,60
27,sandshrew,60
316,gulpin,60
343,baltoy,60
361,snorunt,60
371,bagon,60
374,beldum,60
37,vulpix,60
436,bronzor,60
443,gible,60
453,croagunk,60
572,minccino,60
599,klink,60
60,poliwag,60
633,deino,60
69,bellsprout,60
704,goomy,60
74,geodude,60
238,smoochum,61
318,carvanha,61
322,numel,61
48,venonat,61
532,timburr,61
562,yamask,61
56,mankey,61
580,ducklett,61
582,vanillite,61
597,ferroseed,61
613,cubchoo,61
616,shelmet,61
622,golett,61
653,fennekin,61
669,flabebe,61
66,machop,61
688,binacle,61
712,bergmite,61
90,shellder,61
155,cyndaquil,62
252,treecko,62
255,torchic,62
258,mudkip,62
333,swablu,62
341,corphish,62
390,chimchar,62
431,glameow,62
439,mime-jr,62
495,snivy,62
498,tepig,62
4,charmander,62
501,oshawott,62
540,sewaddle,62
63,abra,62
708,phantump,62
84,doduo,62
92,gastly,62
158,totodile,63
393,piplup,63
511,pansage,63
513,pansear,63
515,panpour,63
527,woobat,63
554,darumaka,63
588,karrablast,63
650,chespin,63
656,froakie,63
79,slowpoke,63
7,squirtle,63
104,cubone,64
118,goldeen,64
152,chikorita,64
177,natu,64
1,bulbasaur,64
387,turtwig,64
43,oddish,64
54,psyduck,64
595,joltik,64
610,axew,64
690,skrelp,64
102,exeggcute,65
133,eevee,65
422,shellos,65
557,dwebble,65
679,honedge,65
81,magnemite,65
86,seel,65
88,grimer,65
98,krabby,65
100,voltorb,66
170,chinchou,66
216,teddiursa,66
228,houndour,66
231,phanpy,66
304,aron,66
325,spoink,66
418,buizel,66
434,stunky,66
449,hippopotas,66
451,skorupi,66
456,finneon,66
529,drilbur,66
568,trubbish,66
570,zorua,66
692,clauncher,66
96,drowzee,66
10027,pumpkaboo-small,67
10028,pumpkaboo-large,67
10029,pumpkaboo-super,67
331,cacnea,67
459,snover,67
585,deerling,67
592,frillish,67
605,elgyem,67
710,pumpkaboo-average,67
72,tentacool,67
109,koffing,68
120,staryu,68
624,pawniard,68
682,spritzee,68
684,swirlix,68
111,rhyhorn,69
366,clamperl,69
458,mantyke,69
408,cranidos,70
410,shieldon,70
425,drifloon,70
427,buneary,70
559,scraggy,70
58,growlithe,70
619,mienfoo,70
627,rufflet,70
672,skiddo,70
674,pancham,70
138,omanyte,71
140,kabuto,71
345,lileep,71
347,anorith,71
564,tirtouga,71
566,archen,71
677,espurr,71
11,metapod,72
14,kakuna,72
190,aipom,72
239,elekid,72
266,silcoon,72
636,larvesta,72
696,tyrunt,72
698,amaura,72
240,magby,73
629,vullaby,74
667,litleo,74
299,nosepass,75
665,spewpa,75
108,lickitung,77
95,onix,77
193,yanma,78
446,munchlax,78
137,porygon,79
320,wailmer,80
198,murkrow,81
77,ponyta,82
292,shedinja,83
207,gligar,86
211,qwilfish,86
215,sneasel,86
114,tangela,87
200,misdreavus,87
183,marill,88
235,smeargle,88
39,jigglypuff,95
281,kirlia,97
123,scyther,100
693,clawitzer,100
703,carbink,100
132,ditto,101
699,aurorus,104
440,happiny,110
10080,pikachu-rock-star,112
10081,pikachu-belle,112
10082,pikachu-pop-star,112
10083,pikachu-phd,112
10084,pikachu-libre,112
10085,pikachu-cosplay,112
25,pikachu,112
35,clefairy,113
225,delibird,116
370,luvdisc,116
201,unown,118
188,skiploom,119
271,lombre,119
274,nuzleaf,119
329,vibrava,119
397,staravia,119
17,pidgeotto,122
552,krokorok,123
83,farfetchd,123
520,tranquill,125
294,loudred,126
327,spinda,126
544,whirlipede,126
404,luxio,127
180,flaaffy,128
30,nidorina,128
33,nidorino,128
507,herdier,130
578,duosion,130
608,lampent,130
670,floette,130
222,corsola,133
301,delcatty,133
302,sableye,133
303,mawile,133
541,swadloon,133
402,kricketune,134
536,palpitoad,134
662,fletchinder,134
269,dustox,135
61,poliwhirl,135
166,ledian,137
168,ariados,137
525,boldore,137
575,gothorita,137
70,weepinbell,137
75,graveler,137
44,gloom,138
583,vanillish,138
313,volbeat,140
314,illumise,140
315,roselia,140
64,kadabra,140
153,bayleef,142
156,quilava,142
159,croconaw,142
176,togetic,142
202,wobbuffet,142
253,grovyle,142
256,combusken,142
259,marshtomp,142
2,ivysaur,142
311,plusle,142
312,minun,142
388,grotle,142
391,monferno,142
394,prinplup,142
417,pachirisu,142
47,parasect,142
51,dugtrio,142
533,gurdurr,142
5,charmeleon,142
603,eelektrik,142
651,quilladin,142
657,frogadier,142
67,machoke,142
8,wartortle,142
93,haunter,142
654,braixen,143
185,sudowoodo,144
219,magcargo,144
247,pupitar,144
308,medicham,144
364,sealeo,144
400,bibarel,144
441,chatot,144
444,gabite,144
611,fraxure,144
162,furret,145
206,dunsparce,145
20,raticate,145
284,masquerain,145
496,servine,145
502,dewott,145
499,pignite,146
10013,castform-sunny,147
10014,castform-rainy,147
10015,castform-snowy,147
148,dragonair,147
262,mightyena,147
264,linoone,147
351,castform,147
372,shelgon,147
375,metang,147
505,watchog,147
634,zweilous,147
10004,wormadam-sandy,148
10005,wormadam-trash,148
413,wormadam-plant,148
414,mothim,148
660,diggersby,148
105,marowak,149
192,sunflora,149
358,chimecho,149
528,swoobat,149
587,emolga,150
195,quagsire,151
277,swellow,151
279,pelipper,151
305,lairon,151
702,dedenne,151
24,arbok,153
117,seadra,154
288,vigoroth,154
337,lunatone,154
338,solrock,154
352,kecleon,154
479,rotom,154
53,persian,154
600,klang,154
164,noctowl,155
22,fearow,155
510,liepard,156
680,doublade,157
119,seaking,158
210,granbull,158
221,piloswine,158
28,sandslash,158
421,cherrim,158
432,purugly,158
49,venomoth,158
705,sliggoo,158
106,hitmonlee,159
107,hitmonchan,159
124,jynx,159
203,girafarig,159
237,hitmontop,159
354,banette,159
356,dusclops,159
42,golbat,159
455,carnivine,159
57,primeape,159
291,ninjask,160
335,zangoose,160
336,seviper,160
10016,basculin-blue-striped,161
122,mr-mime,161
171,lanturn,161
286,breloom,161
319,sharpedo,161
323,camerupt,161
357,tropius,161
457,lumineon,161
550,basculin-red-striped,161
556,maractus,161
85,dodrio,161
591,amoonguss,162
683,aromatisse,162
10025,meowstic-female,163
205,forretress,163
226,mantine,163
227,skarmory,163
234,stantler,163
317,swalot,163
359,absol,163
538,throh,163
539,sawk,163
678,meowstic-male,163
82,magneton,163
340,whiscash,164
342,crawdaunt,164
178,xatu,165
324,torkoal,165
326,grumpig,165
573,cinccino,165
594,alomomola,165
596,galvantula,165
618,stunfisk,165
676,furfrou,165
707,klefki,165
297,hariyama,166
310,manectric,166
332,cacturne,166
416,vespiquen,166
423,gastrodon,166
558,crustle,166
569,garbodor,166
581,swanna,166
586,sawsbuck,166
709,trevenant,166
87,dewgong,166
99,kingler,166
10052,mawile-mega,168
10066,sableye-mega,168
101,electrode,168
224,octillery,168
362,glalie,168
428,lopunny,168
435,skuntank,168
478,froslass,168
547,whimsicott,168
549,lilligant,168
555,darmanitan-standard,168
593,jellicent,168
685,slurpuff,168
695,heliolisk,168
424,ambipom,169
563,cofagrigus,169
623,golurk,169
631,heatmor,169
632,durant,169
687,malamar,169
97,hypno,169
112,rhydon,170
367,huntail,170
368,gorebyss,170
369,relicanth,170
442,spiritomb,170
518,musharna,170
606,beheeyem,170
614,beartic,170
615,cryogonal,170
621,druddigon,170
560,scrafty,171
598,ferrothorn,171
110,weezing,172
115,kangaskhan,172
125,electabuzz,172
128,tauros,172
199,slowking,172
241,miltank,172
334,altaria,172
454,toxicroak,172
561,sigilyph,172
625,bisharp,172
626,bouffalant,172
80,slowbro,172
10030,gourgeist-small,173
10031,gourgeist-large,173
10032,gourgeist-super,173
126,magmar,173
139,omastar,173
141,kabutops,173
346,cradily,173
348,armaldo,173
409,rampardos,173
411,bastiodon,173
419,floatzel,173
429,mismagius,173
460,abomasnow,173
565,carracosta,173
589,escavalier,173
617,accelgor,173
675,pangoro,173
691,dragalge,173
711,gourgeist-average,173
426,drifblim,174
512,simisage,174
514,simisear,174
516,simipour,174
523,zebstrika,174
127,pinsir,175
212,scizor,175
214,heracross,175
217,ursaring,175
229,houndoom,175
232,donphan,175
321,wailord,175
344,claydol,175
437,bronzong,175
452,drapion,175
55,golduck,175
663,talonflame,175
689,barbaracle,175
701,hawlucha,175
78,rapidash,175
89,muk,175
213,shuckle,177
38,ninetales,177
430,honchkrow,177
567,archeops,177
668,pyroar,177
12,butterfree,178
15,beedrill,178
267,beautifly,178
530,excadrill,178
10054,medicham-mega,179
208,steelix,179
461,weavile,179
472,gliscor,179
571,zoroark,179
620,mienshao,179
628,braviary,179
630,mandibuzz,179
142,aerodactyl,180
233,porygon2,180
463,lickilicky,180
469,yanmega,180
713,avalugg,180
73,tentacruel,180
10008,rotom-heat,182
10009,rotom-wash,182
10010,rotom-frost,182
10011,rotom-fan,182
10012,rotom-mow,182
103,exeggutor,182
121,starmie,182
697,tyrantrum,182
134,vaporeon,184
135,jolteon,184
136,flareon,184
196,espeon,184
197,umbreon,184
448,lucario,184
450,hippowdon,184
470,leafeon,184
471,glaceon,184
476,probopass,184
700,sylveon,184
91,cloyster,184
666,vivillon,185
673,gogoat,186
131,lapras,187
465,tangrowth,187
715,noivern,187
10017,darmanitan-zen,189
130,gyarados,189
143,snorlax,189
184,azumarill,189
350,milotic,189
10056,banette-mega,194
59,arcanine,194
10070,sharpedo-mega,196
10087,camerupt-mega,196
40,wigglytuff,196
10057,absol-mega,198
10055,manectric-mega,201
10074,glalie-mega,203
10088,lopunny-mega,203
10039,kangaskhan-mega,207
10067,altaria-mega,207
10071,slowbro-mega,207
189,jumpluff,207
10060,abomasnow-mega,208
10040,pinsir-mega,210
10046,scizor-mega,210
10047,heracross-mega,210
10048,houndoom-mega,210
10072,steelix-mega,214
10042,aerodactyl-mega,215
18,pidgeot,216
272,ludicolo,216
275,shiftry,216
489,phione,216
36,clefable,217
26,raichu,218
398,staraptor,218
545,scolipede,218
10059,lucario-mega,219
521,unfezant,220
182,bellossom,221
295,exploud,221
45,vileplume,221
576,gothitelle,221
579,reuniclus,221
71,victreebel,221
10090,beedrill-mega,223
76,golem,223
10041,gyarados-mega,224
186,politoed,225
508,stoutland,225
542,leavanny,225
65,alakazam,225
94,gengar,225
31,nidoqueen,227
34,nidoking,227
534,conkeldurr,227
68,machamp,227
537,seismitoad,229
181,ampharos,230
62,poliwrath,230
407,roserade,232
526,gigalith,232
604,eelektross,232
282,gardevoir,233
475,gallade,233
10026,aegislash-blade,234
330,flygon,234
553,krookodile,234
601,klinklang,234
609,chandelure,234
681,aegislash-shield,234
405,luxray,235
154,meganium,236
389,torterra,236
3,venusaur,236
477,dusknoir,236
497,serperior,238
500,emboar,238
503,samurott,238
160,feraligatr,239
254,sceptile,239
257,blaziken,239
306,aggron,239
365,walrein,239
395,empoleon,239
473,mamoswine,239
652,chesnaught,239
658,greninja,239
9,blastoise,239
157,typhlosion,240
392,infernape,240
655,delphox,240
6,charizard,240
169,crobat,241
260,swampert,241
462,magnezone,241
464,rhyperior,241
474,porygon-z,241
584,vanilluxe,241
10061,floette-eternal,243
230,kingdra,243
466,electivire,243
467,magmortar,243
612,haxorus,243
468,togekiss,245
637,volcarona,248
671,florges,248
289,slaking,252
10019,tornadus-therian,261
10020,thundurus-therian,261
10024,keldeo-resolute,261
10073,pidgeot-mega,261
144,articuno,261
145,zapdos,261
146,moltres,261
243,raikou,261
244,entei,261
245,suicune,261
377,regirock,261
378,regice,261
379,registeel,261
480,uxie,261
481,mesprit,261
482,azelf,261
638,cobalion,261
639,terrakion,261
640,virizion,261
641,tornadus-incarnate,261
642,thundurus-incarnate,261
647,keldeo-ordinary,261
10037,alakazam-mega,266
10001,deoxys-attack,270
10002,deoxys-defense,270
10003,deoxys-speed,270
10006,shaymin-sky,270
10018,meloetta-pirouette,270
10021,landorus-therian,270
10038,gengar-mega,270
149,dragonite,270
151,mew,270
248,tyranitar,270
251,celebi,270
373,salamence,270
376,metagross,270
380,latias,270
381,latios,270
385,jirachi,270
386,deoxys-normal,270
445,garchomp,270
485,heatran,270
488,cresselia,270
490,manaphy,270
491,darkrai,270
492,shaymin-land,270
494,victini,270
635,hydreigon,270
645,landorus-incarnate,270
648,meloetta-aria,270
649,genesect,270
706,goodra,270
718,zygarde,270
719,diancie,270
720,hoopa,270
721,volcanion,270
10045,ampharos-mega,275
10051,gardevoir-mega,278
10068,gallade-mega,278
10033,venusaur-mega,281
10036,blastoise-mega,284
10050,blaziken-mega,284
10053,aggron-mega,284
10065,sceptile-mega,284
10034,charizard-mega-x,285
10035,charizard-mega-y,285
10064,swampert-mega,286
646,kyurem,297
382,kyogre,302
383,groudon,302
486,regigigas,302
10007,giratina-origin,306
10086,hoopa-unbound,306
150,mewtwo,306
249,lugia,306
250,ho-oh,306
384,rayquaza,306
483,dialga,306
484,palkia,306
487,giratina-altered,306
643,reshiram,306
644,zekrom,306
716,xerneas,306
717,yveltal,306
10022,kyurem-black,315
10023,kyurem-white,315
10049,tyranitar-mega,315
10058,garchomp-mega,315
10062,latias-mega,315
10063,latios-mega,315
10075,diancie-mega,315
10076,metagross-mega,315
10089,salamence-mega,315
493,arceus,324
10077,kyogre-primal,347
10078,groudon-primal,347
10043,mewtwo-mega-x,351
10044,mewtwo-mega-y,351
10079,rayquaza-mega,351
531,audino,390
113,chansey,395
10069,audino-mega,425
242,blissey,608
